Time, Altitude (ft), Airspeed (Kts), Latitude, Longitude, Weight of fuel (lbs), Weight of total fuel (kgs), Total weight (kgs), 
137.507812, 17532.822266, 174.494675, 39.555084, -8.565289, 24169.677734, 5487.584961, 63825.089844, 
138.031250, 17520.597656, 174.406509, 39.554352, -8.565778, 24169.677734, 5487.500977, 63825.011719, 
138.554688, 17508.466797, 174.318954, 39.553627, -8.566262, 24169.677734, 5487.417969, 63824.925781, 
139.078125, 17496.246094, 174.230606, 39.552895, -8.566751, 24169.677734, 5487.333984, 63824.839844, 
139.562500, 17485.099609, 174.149826, 39.552227, -8.567242, 24169.677734, 5487.249023, 63824.757812, 
140.156250, 17471.238281, 174.049042, 39.551395, -8.567748, 24169.677734, 5487.159180, 63824.667969, 
140.679688, 17459.085938, 173.960007, 39.550667, -8.568234, 24169.677734, 5487.075195, 63824.421875, 
141.203125, 17447.087891, 173.871719, 39.549946, -8.568715, 24169.677734, 5486.993164, 63824.500000, 
141.726562, 17434.980469, 173.782364, 39.549217, -8.569201, 24169.677734, 5486.908203, 63824.257812, 
142.250000, 17422.917969, 173.692871, 39.548489, -8.569685, 24169.677734, 5486.824219, 63824.332031, 
142.773438, 17410.841797, 173.602859, 39.547760, -8.570169, 24169.677734, 5486.739258, 63824.246094, 
143.296875, 17398.855469, 173.513138, 39.547035, -8.570652, 24169.677734, 5486.655273, 63824.160156, 
143.820312, 17386.839844, 173.423019, 39.546310, -8.571136, 24169.677734, 5486.570801, 63824.082031, 
144.343750, 17375.000000, 173.334183, 39.545593, -8.571612, 24169.677734, 5486.487793, 63823.988281, 
144.914062, 17361.955078, 173.236282, 39.544804, -8.572138, 24169.677734, 5486.396484, 63823.902344, 
145.437500, 17349.980469, 173.146240, 39.544079, -8.572620, 24169.677734, 5486.312500, 63823.824219, 
145.960938, 17338.076172, 173.056747, 39.543354, -8.573100, 24169.677734, 5486.228516, 63823.738281, 
146.484375, 17326.142578, 172.967087, 39.542629, -8.573582, 24169.677734, 5486.145508, 63823.652344, 
147.015625, 17314.218750, 172.877670, 39.541908, -8.574061, 24169.677734, 5486.062500, 63823.570312, 
147.531250, 17302.275391, 172.788116, 39.541183, -8.574543, 24169.677734, 5485.977539, 63823.484375, 
148.062500, 17290.363281, 172.698975, 39.540462, -8.575023, 24169.677734, 5485.894531, 63823.402344, 
148.585938, 17278.355469, 172.609390, 39.539734, -8.575505, 24169.677734, 5485.810059, 63823.316406, 
149.109375, 17266.423828, 172.520615, 39.539013, -8.575985, 24169.677734, 5485.726562, 63823.234375, 
149.640625, 17254.394531, 172.431244, 39.538284, -8.576468, 24169.677734, 5485.641602, 63823.152344, 
150.164062, 17242.431641, 172.342285, 39.537560, -8.576948, 24169.677734, 5485.557617, 63823.066406, 
150.695312, 17230.451172, 172.253311, 39.536835, -8.577430, 24169.677734, 5485.474121, 63822.980469, 
151.218750, 17218.521484, 172.164627, 39.536114, -8.577909, 24169.677734, 5485.391602, 63822.898438, 
151.742188, 17206.648438, 172.076553, 39.535397, -8.578384, 24169.677734, 5485.307617, 63822.816406, 
152.265625, 17194.730469, 171.988098, 39.534676, -8.578862, 24169.677734, 5485.224609, 63822.730469, 
152.789062, 17182.812500, 171.899612, 39.533955, -8.579340, 24169.677734, 5485.141602, 63822.648438, 
153.320312, 17170.871094, 171.810944, 39.533230, -8.579819, 24169.677734, 5485.057617, 63822.566406, 
153.835938, 17158.958984, 171.722519, 39.532509, -8.580297, 24169.677734, 5484.972656, 63822.480469, 
154.367188, 17147.167969, 171.635056, 39.531796, -8.580770, 24169.677734, 5484.889648, 63822.398438, 
154.851562, 17136.232422, 171.553955, 39.531136, -8.581207, 24169.677734, 5484.812988, 63822.320312, 
155.398438, 17123.712891, 171.460968, 39.530380, -8.581709, 24169.677734, 5484.724609, 63822.230469, 
155.953125, 17111.208984, 171.368149, 39.529621, -8.582210, 24169.677734, 5484.635742, 63821.984375, 
156.507812, 17098.779297, 171.275040, 39.528866, -8.582711, 24169.677734, 5484.547852, 63822.054688, 
157.054688, 17086.236328, 171.182343, 39.528111, -8.583211, 24169.677734, 5484.458984, 63821.968750, 
157.578125, 17074.431641, 171.094559, 39.527393, -8.583684, 24169.677734, 5484.370117, 63821.878906, 
158.148438, 17061.576172, 170.998840, 39.526615, -8.584200, 24169.677734, 5484.287598, 63821.796875, 
158.671875, 17049.755859, 170.910675, 39.525898, -8.584674, 24169.677734, 5484.205078, 63821.710938, 
159.195312, 17037.945312, 170.822601, 39.525185, -8.585147, 24169.677734, 5484.121094, 63821.628906, 
159.726562, 17026.097656, 170.734360, 39.524464, -8.585622, 24169.677734, 5484.038086, 63821.546875, 
160.250000, 17014.208984, 170.645721, 39.523743, -8.586099, 24169.677734, 5483.953125, 63821.460938, 
160.781250, 17002.390625, 170.557632, 39.523026, -8.586573, 24169.677734, 5483.870117, 63821.375000, 
161.304688, 16990.523438, 170.469269, 39.522308, -8.587049, 24169.677734, 5483.786133, 63821.296875, 
161.835938, 16978.751953, 170.381577, 39.521595, -8.587521, 24169.677734, 5483.702148, 63821.210938, 
162.359375, 16966.974609, 170.293823, 39.520878, -8.587993, 24169.677734, 5483.618652, 63821.125000, 
162.882812, 16955.228516, 170.206284, 39.520164, -8.588464, 24169.677734, 5483.535645, 63821.042969, 
163.406250, 16943.498047, 170.118942, 39.519455, -8.588934, 24169.677734, 5483.452148, 63820.960938, 
163.929688, 16931.785156, 170.031769, 39.518745, -8.589404, 24169.677734, 5483.368164, 63820.875000, 
164.445312, 16920.072266, 169.944534, 39.518032, -8.589873, 24169.677734, 5483.284180, 63820.785156, 
165.015625, 16907.416016, 169.850235, 39.517265, -8.590381, 24169.677734, 5483.193848, 63820.699219, 
165.539062, 16895.728516, 169.763260, 39.516556, -8.590893, 24169.677734, 5483.102539, 63820.613281, 
166.117188, 16882.937500, 169.668167, 39.515781, -8.591361, 24169.677734, 5483.019531, 63820.527344, 
166.632812, 16871.279297, 169.581345, 39.515072, -8.591828, 24169.677734, 5482.935547, 63820.441406, 
167.156250, 16859.621094, 169.494553, 39.514362, -8.592296, 24169.677734, 5482.853027, 63820.363281, 
167.679688, 16847.941406, 169.407593, 39.513657, -8.592763, 24169.677734, 5482.769043, 63820.277344, 
168.203125, 16836.232422, 169.320557, 39.512943, -8.593232, 24169.677734, 5482.685547, 63820.191406, 
168.726562, 16824.515625, 169.233521, 39.512234, -8.593701, 24169.677734, 5482.601074, 63820.109375, 
169.257812, 16812.828125, 169.146606, 39.511524, -8.594169, 24169.677734, 5482.518066, 63820.027344, 
169.781250, 16801.140625, 169.059708, 39.510815, -8.594637, 24169.677734, 5482.434570, 63819.941406, 
170.304688, 16789.429688, 168.972641, 39.510105, -8.595106, 24169.677734, 5482.351074, 63819.859375, 
170.828125, 16777.765625, 168.885941, 39.509396, -8.595573, 24169.677734, 5482.266602, 63819.777344, 
171.359375, 16766.031250, 168.798752, 39.508682, -8.596043, 24169.677734, 5482.181641, 63819.691406, 
171.882812, 16754.306641, 168.711685, 39.507973, -8.596512, 24169.677734, 5482.095703, 63819.605469, 
172.414062, 16742.644531, 168.625427, 39.507263, -8.596979, 24169.677734, 5482.012695, 63819.519531, 
172.937500, 16730.960938, 168.539246, 39.506554, -8.597446, 24169.677734, 5481.928711, 63819.433594, 
173.460938, 16719.375000, 168.454117, 39.505852, -8.597909, 24169.677734, 5481.844727, 63819.351562, 
173.984375, 16707.714844, 168.368805, 39.505146, -8.598375, 24169.677734, 5481.760254, 63819.269531, 
174.507812, 16696.000000, 168.283478, 39.504436, -8.598843, 24169.677734, 5481.676758, 63819.183594, 
175.031250, 16684.316406, 168.198639, 39.503727, -8.599308, 24169.677734, 5481.592285, 63819.101562, 
175.562500, 16672.650391, 168.114273, 39.503025, -8.599772, 24169.677734, 5481.509766, 63819.015625, 
176.085938, 16660.976562, 168.030167, 39.502319, -8.600237, 24169.677734, 5481.426758, 63818.937500, 
176.609375, 16649.306641, 167.946442, 39.501614, -8.600700, 24169.677734, 5481.342285, 63818.851562, 
177.132812, 16637.585938, 167.862686, 39.500908, -8.601165, 24169.677734, 5481.258301, 63818.765625, 
177.656250, 16625.851562, 167.779373, 39.500202, -8.601630, 24169.677734, 5481.173828, 63818.671875, 
178.234375, 16613.074219, 167.689346, 39.499435, -8.602135, 24169.677734, 5481.083008, 63818.589844, 
178.757812, 16601.216797, 167.606476, 39.498726, -8.602603, 24169.677734, 5480.997070, 63818.507812, 
179.289062, 16589.458984, 167.525162, 39.498020, -8.603066, 24169.677734, 5480.914551, 63818.421875, 
179.812500, 16577.599609, 167.444000, 39.497314, -8.603533, 24169.677734, 5480.830078, 63818.335938, 
180.343750, 16565.751953, 167.363922, 39.496609, -8.603997, 24169.677734, 5480.745605, 63818.253906, 
180.867188, 16553.910156, 167.285034, 39.495903, -8.604460, 24169.677734, 5480.661133, 63818.171875, 
181.398438, 16541.982422, 167.206741, 39.495197, -8.604924, 24169.677734, 5480.577637, 63818.085938, 
181.929688, 16529.957031, 167.129196, 39.494488, -8.605392, 24169.677734, 5480.493652, 63818.000000, 
182.460938, 16517.910156, 167.052872, 39.493782, -8.605857, 24169.677734, 5480.409668, 63817.917969, 
182.992188, 16505.636719, 166.976822, 39.493065, -8.606329, 24169.677734, 5480.324219, 63817.832031, 
183.523438, 16493.574219, 166.903732, 39.492363, -8.606791, 24169.677734, 5480.240234, 63817.750000, 
184.046875, 16481.414062, 166.831741, 39.491657, -8.607254, 24169.677734, 5480.155273, 63817.664062, 
184.578125, 16469.189453, 166.761078, 39.490955, -8.607717, 24169.677734, 5480.070312, 63817.578125, 
185.101562, 16456.849609, 166.691467, 39.490250, -8.608181, 24169.677734, 5479.985352, 63817.492188, 
185.632812, 16444.605469, 166.624115, 39.489552, -8.608640, 24169.677734, 5479.901855, 63817.406250, 
186.156250, 16432.203125, 166.557938, 39.488850, -8.609101, 24169.677734, 5479.817383, 63817.328125, 
186.679688, 16419.775391, 166.493454, 39.488152, -8.609561, 24169.677734, 5479.733398, 63817.242188, 
187.210938, 16407.212891, 166.430054, 39.487450, -8.610023, 24169.677734, 5479.649414, 63817.156250, 
187.734375, 16394.578125, 166.368134, 39.486748, -8.610483, 24169.677734, 5479.565430, 63817.070312, 
188.257812, 16381.830078, 166.307556, 39.486042, -8.610946, 24169.677734, 5479.480469, 63816.832031, 
188.789062, 16369.141602, 166.249100, 39.485348, -8.611403, 24169.677734, 5479.398438, 63816.906250, 
189.312500, 16356.286133, 166.191803, 39.484646, -8.611864, 24169.677734, 5479.313477, 63816.820312, 
189.843750, 16343.412109, 166.136139, 39.483952, -8.612322, 24169.677734, 5479.230469, 63816.738281, 
190.367188, 16330.365234, 166.081512, 39.483250, -8.612783, 24169.677734, 5479.145996, 63816.656250, 
190.890625, 16317.318359, 166.028549, 39.482552, -8.613242, 24169.677734, 5479.062988, 63816.570312, 
191.421875, 16304.123047, 165.976654, 39.481850, -8.613743, 24169.677734, 5478.970703, 63816.476562, 
191.992188, 16289.693359, 165.921768, 39.481087, -8.614203, 24169.677734, 5478.885742, 63816.394531, 
192.523438, 16276.390625, 165.872757, 39.480389, -8.614663, 24169.677734, 5478.802734, 63816.308594, 
193.046875, 16263.017578, 165.825012, 39.479691, -8.615122, 24169.677734, 5478.718750, 63816.226562, 
193.578125, 16249.529297, 165.778320, 39.478989, -8.615582, 24169.677734, 5478.634277, 63816.144531, 
194.101562, 16236.048828, 165.733002, 39.478294, -8.616039, 24169.677734, 5478.549805, 63816.058594, 
194.625000, 16222.543945, 165.688919, 39.477600, -8.616496, 24169.677734, 5478.465820, 63815.972656, 
195.156250, 16208.807617, 165.645447, 39.476898, -8.616957, 24169.677734, 5478.379883, 63815.886719, 
195.679688, 16195.212891, 165.603531, 39.476204, -8.617412, 24169.677734, 5478.296387, 63815.800781, 
196.203125, 16181.419922, 165.562149, 39.475506, -8.617871, 24169.677734, 5478.210938, 63815.718750, 
196.734375, 16167.611328, 165.521896, 39.474808, -8.618329, 24169.677734, 5478.126953, 63815.636719, 
197.257812, 16153.709961, 165.482391, 39.474110, -8.618788, 24169.677734, 5478.041992, 63815.550781, 
197.789062, 16139.779297, 165.443787, 39.473412, -8.619246, 24169.677734, 5477.957031, 63815.464844, 
198.312500, 16125.737305, 165.405869, 39.472710, -8.619706, 24169.677734, 5477.872070, 63815.218750, 
198.843750, 16111.837891, 165.369141, 39.472019, -8.620160, 24169.677734, 5477.789551, 63815.296875, 
199.367188, 16097.768555, 165.332748, 39.471325, -8.620617, 24169.677734, 5477.704102, 63815.214844, 
199.890625, 16083.728516, 165.297211, 39.470631, -8.621073, 24169.677734, 5477.620117, 63815.128906, 
200.421875, 16069.573242, 165.262009, 39.469933, -8.621531, 24169.677734, 5477.535645, 63815.042969, 
200.945312, 16055.425781, 165.227432, 39.469238, -8.622028, 24169.677734, 5477.442871, 63814.949219, 
201.523438, 16039.922852, 165.190125, 39.468479, -8.622485, 24169.677734, 5477.357910, 63814.863281, 
202.046875, 16025.629883, 165.156189, 39.467781, -8.622944, 24169.677734, 5477.272949, 63814.785156, 
202.578125, 16011.417969, 165.122925, 39.467087, -8.623399, 24169.677734, 5477.189453, 63814.695312, 
203.101562, 15997.102539, 165.089813, 39.466389, -8.623856, 24169.677734, 5477.103516, 63814.613281, 
203.625000, 15982.798828, 165.057068, 39.465694, -8.624312, 24169.677734, 5477.018555, 63814.527344, 
204.156250, 15968.440430, 165.024521, 39.464996, -8.624769, 24169.677734, 5476.934570, 63814.441406, 
204.679688, 15954.100586, 164.992249, 39.464302, -8.625226, 24169.677734, 5476.849609, 63814.355469, 
205.210938, 15939.652344, 164.960052, 39.463604, -8.625685, 24169.677734, 5476.765137, 63814.273438, 
205.742188, 15925.298828, 164.928253, 39.462910, -8.626141, 24169.677734, 5476.681152, 63814.191406, 
206.265625, 15910.866211, 164.896439, 39.462212, -8.626597, 24169.677734, 5476.596680, 63814.105469, 
206.796875, 15896.517578, 164.864990, 39.461521, -8.627052, 24169.677734, 5476.513672, 63814.019531, 
207.320312, 15882.126953, 164.833588, 39.460827, -8.627507, 24169.677734, 5476.429199, 63813.937500, 
207.843750, 15867.827148, 164.802505, 39.460136, -8.627959, 24169.677734, 5476.344727, 63813.851562, 
208.367188, 15853.401367, 164.771332, 39.459442, -8.628415, 24169.677734, 5476.260742, 63813.605469, 
208.890625, 15839.084961, 164.740326, 39.458752, -8.628867, 24169.677734, 5476.176758, 63813.683594, 
209.421875, 15824.665039, 164.709229, 39.458061, -8.629323, 24169.677734, 5476.091309, 63813.597656, 
209.945312, 15810.240234, 164.678192, 39.457367, -8.629778, 24169.677734, 5476.007324, 63813.515625, 
210.468750, 15795.885742, 164.647293, 39.456676, -8.630231, 24169.677734, 5475.922363, 63813.429688, 
210.992188, 15781.509766, 164.616302, 39.455986, -8.630684, 24169.677734, 5475.837891, 63813.343750, 
211.523438, 15767.044922, 164.585083, 39.455292, -8.631140, 24169.677734, 5475.751953, 63813.257812, 
212.046875, 15752.695312, 164.553986, 39.454601, -8.631592, 24169.677734, 5475.667480, 63813.179688, 
212.570312, 15738.355469, 164.522934, 39.453911, -8.632044, 24169.677734, 5475.583984, 63813.093750, 
213.093750, 15723.967773, 164.491745, 39.453220, -8.632497, 24169.677734, 5475.500000, 63813.007812, 
213.617188, 15709.586914, 164.460464, 39.452530, -8.632951, 24169.677734, 5475.416016, 63812.925781, 
214.156250, 15694.814453, 164.428162, 39.451817, -8.633417, 24169.677734, 5475.329590, 63812.835938, 
214.687500, 15680.418945, 164.396652, 39.451126, -8.633870, 24169.677734, 5475.244629, 63812.750000, 
215.210938, 15665.991211, 164.364990, 39.450436, -8.634325, 24169.677734, 5475.159180, 63812.667969, 
215.742188, 15651.620117, 164.333298, 39.449741, -8.634778, 24169.677734, 5475.075684, 63812.582031, 
216.265625, 15637.206055, 164.301590, 39.449051, -8.635233, 24169.677734, 5474.989746, 63812.500000, 
216.789062, 15622.910156, 164.269989, 39.448360, -8.635684, 24169.677734, 5474.905762, 63812.414062, 
217.320312, 15608.587891, 164.238098, 39.447674, -8.636136, 24169.677734, 5474.821777, 63812.328125, 
217.828125, 15594.209961, 164.205978, 39.446980, -8.636590, 24169.677734, 5474.735352, 63812.234375, 
218.406250, 15578.929688, 164.171677, 39.446243, -8.637073, 24169.677734, 5474.647461, 63812.152344, 
218.929688, 15563.350586, 164.136627, 39.445496, -8.637564, 24169.677734, 5474.553223, 63812.062500, 
219.468750, 15549.904297, 164.106277, 39.444847, -8.637989, 24169.677734, 5474.476074, 63811.824219, 
219.992188, 15535.633789, 164.074005, 39.444157, -8.638440, 24169.677734, 5474.393066, 63811.898438, 
220.523438, 15520.900391, 164.040527, 39.443447, -8.638906, 24169.677734, 5474.303711, 63811.812500, 
221.078125, 15505.749023, 164.006058, 39.442719, -8.639385, 24169.677734, 5474.213867, 63811.722656, 
221.585938, 15492.283203, 163.975235, 39.442066, -8.639811, 24169.677734, 5474.136719, 63811.644531, 
222.109375, 15477.968750, 163.942459, 39.441376, -8.640264, 24169.677734, 5474.050781, 63811.558594, 
222.632812, 15463.717773, 163.909698, 39.440689, -8.640715, 24169.677734, 5473.966797, 63811.472656, 
223.171875, 15448.731445, 163.875198, 39.439964, -8.641190, 24169.677734, 5473.875488, 63811.382812, 
223.703125, 15434.873047, 163.843323, 39.439297, -8.641627, 24169.677734, 5473.796875, 63811.304688, 
224.226562, 15420.657227, 163.810455, 39.438610, -8.642077, 24169.677734, 5473.711914, 63811.222656, 
224.734375, 15406.785156, 163.778259, 39.437939, -8.642517, 24169.677734, 5473.627930, 63811.136719, 
225.257812, 15392.599609, 163.745270, 39.437256, -8.642966, 24169.677734, 5473.542969, 63811.050781, 
225.781250, 15378.412109, 163.712143, 39.436569, -8.643415, 24169.677734, 5473.458496, 63810.964844, 
226.304688, 15363.852539, 163.678009, 39.435863, -8.643877, 24169.677734, 5473.369141, 63810.878906, 
226.828125, 15350.014648, 163.645599, 39.435196, -8.644316, 24169.677734, 5473.289551, 63810.800781, 
227.367188, 15334.201172, 163.608459, 39.434429, -8.644816, 24169.677734, 5473.193359, 63810.699219, 
227.929688, 15320.258789, 163.575699, 39.433758, -8.645259, 24169.677734, 5473.112305, 63810.621094, 
228.453125, 15306.196289, 163.542679, 39.433075, -8.645704, 24169.677734, 5473.029297, 63810.535156, 
228.976562, 15292.048828, 163.509369, 39.432392, -8.646152, 24169.677734, 5472.946289, 63810.453125, 
229.500000, 15277.816406, 163.475723, 39.431702, -8.646604, 24169.677734, 5472.861816, 63810.371094, 
230.023438, 15263.646484, 163.442276, 39.431019, -8.647054, 24169.677734, 5472.776855, 63810.285156, 
230.546875, 15249.523438, 163.408951, 39.430332, -8.647501, 24169.677734, 5472.693359, 63810.199219, 
231.070312, 15235.326172, 163.375305, 39.429646, -8.647952, 24169.677734, 5472.608398, 63810.113281, 
231.593750, 15221.238281, 163.341858, 39.428967, -8.648398, 24169.677734, 5472.523926, 63810.031250, 
232.117188, 15207.078125, 163.308182, 39.428280, -8.648848, 24169.677734, 5472.438477, 63809.949219, 
232.640625, 15193.013672, 163.274734, 39.427597, -8.649294, 24169.677734, 5472.354492, 63809.863281, 
233.164062, 15178.944336, 163.241257, 39.426918, -8.649740, 24169.677734, 5472.270508, 63809.777344, 
233.687500, 15164.804688, 163.207535, 39.426231, -8.650189, 24169.677734, 5472.185547, 63809.691406, 
234.210938, 15150.621094, 163.173691, 39.425545, -8.650639, 24169.677734, 5472.099609, 63809.605469, 
234.734375, 15136.584961, 163.140167, 39.424866, -8.651084, 24169.677734, 5472.016602, 63809.527344, 
235.257812, 15122.506836, 163.106583, 39.424183, -8.651531, 24169.677734, 5471.932129, 63809.441406, 
235.765625, 15108.889648, 163.074127, 39.423523, -8.651963, 24169.677734, 5471.850586, 63809.355469, 
236.289062, 15094.694336, 163.040207, 39.422836, -8.652413, 24169.677734, 5471.766113, 63809.273438, 
236.812500, 15080.185547, 163.005432, 39.422134, -8.652874, 24169.677734, 5471.676758, 63809.023438, 
237.335938, 15066.456055, 162.972580, 39.421467, -8.653311, 24169.677734, 5471.596680, 63809.105469, 
237.867188, 15051.912109, 162.937775, 39.420765, -8.653771, 24169.677734, 5471.507324, 63809.019531, 
238.375000, 15038.625000, 162.905991, 39.420120, -8.654194, 24169.677734, 5471.429688, 63808.933594, 
238.898438, 15023.146484, 162.869095, 39.419373, -8.654684, 24169.677734, 5471.335449, 63808.843750, 
239.445312, 15009.461914, 162.836487, 39.418709, -8.655119, 24169.677734, 5471.251953, 63808.761719, 
239.968750, 14994.441406, 162.800797, 39.417984, -8.655594, 24169.677734, 5471.161621, 63808.667969, 
240.523438, 14980.823242, 162.768402, 39.417320, -8.656026, 24169.677734, 5471.082031, 63808.589844, 
241.046875, 14966.617188, 162.734833, 39.416637, -8.656475, 24169.677734, 5470.996094, 63808.503906, 
241.570312, 14952.483398, 162.701324, 39.415955, -8.656923, 24169.677734, 5470.911621, 63808.417969, 
242.093750, 14938.422852, 162.667999, 39.415272, -8.657369, 24169.677734, 5470.828613, 63808.335938, 
242.617188, 14924.312500, 162.634644, 39.414589, -8.657815, 24169.677734, 5470.744141, 63808.250000, 
243.148438, 14910.216797, 162.601395, 39.413910, -8.658262, 24169.677734, 5470.659180, 63808.167969, 
243.656250, 14896.460938, 162.568909, 39.413242, -8.658697, 24169.677734, 5470.577148, 63808.085938, 
244.179688, 14882.354492, 162.535645, 39.412563, -8.659143, 24169.677734, 5470.492676, 63808.000000, 
244.703125, 14868.257812, 162.502380, 39.411880, -8.659590, 24169.677734, 5470.409180, 63807.917969, 
245.226562, 14854.155273, 162.469040, 39.411198, -8.660036, 24169.677734, 5470.325195, 63807.835938, 
245.734375, 14840.149414, 162.435883, 39.410522, -8.660480, 24169.677734, 5470.239258, 63807.742188, 
246.304688, 14825.106445, 162.400269, 39.409794, -8.660955, 24169.677734, 5470.150391, 63807.656250, 
246.843750, 14810.651367, 162.366104, 39.409096, -8.661414, 24169.677734, 5470.064453, 63807.566406, 
247.375000, 14796.472656, 162.332703, 39.408409, -8.661862, 24169.677734, 5469.979492, 63807.488281, 
247.898438, 14782.437500, 162.299576, 39.407734, -8.662306, 24169.677734, 5469.896973, 63807.406250, 
248.421875, 14768.246094, 162.266159, 39.407047, -8.662755, 24169.677734, 5469.811523, 63807.320312, 
248.929688, 14754.650391, 162.234116, 39.406391, -8.663185, 24169.677734, 5469.731445, 63807.238281, 
249.460938, 14740.495117, 162.200729, 39.405704, -8.663632, 24169.677734, 5469.645508, 63807.152344, 
249.968750, 14726.840820, 162.168488, 39.405045, -8.664064, 24169.677734, 5469.557129, 63807.066406, 
250.539062, 14711.450195, 162.132050, 39.404301, -8.664552, 24169.677734, 5469.472656, 63806.980469, 
251.046875, 14697.430664, 162.099091, 39.403625, -8.664994, 24169.677734, 5469.383301, 63806.726562, 
251.640625, 14681.986328, 162.062744, 39.402878, -8.665483, 24169.677734, 5469.297363, 63806.804688, 
252.179688, 14667.415039, 162.028503, 39.402176, -8.665944, 24169.677734, 5469.209961, 63806.710938, 
252.687500, 14653.358398, 161.995483, 39.401497, -8.666388, 24169.677734, 5469.119629, 63806.625000, 
253.265625, 14638.367188, 161.960144, 39.400772, -8.666862, 24169.677734, 5469.037109, 63806.542969, 
253.789062, 14624.318359, 161.927124, 39.400097, -8.667305, 24169.677734, 5468.952637, 63806.457031, 
254.296875, 14609.353516, 161.891968, 39.399372, -8.667778, 24169.677734, 5468.862793, 63806.371094, 
254.851562, 14595.608398, 161.859695, 39.398708, -8.668213, 24169.677734, 5468.773438, 63806.277344, 
255.429688, 14580.277344, 161.823685, 39.397968, -8.668696, 24169.677734, 5468.689941, 63806.199219, 
255.953125, 14566.272461, 161.790802, 39.397293, -8.669139, 24169.677734, 5468.606445, 63806.113281, 
256.476562, 14552.250977, 161.757858, 39.396618, -8.669582, 24169.677734, 5468.522949, 63806.027344, 
256.984375, 14538.621094, 161.722717, 39.395893, -8.670054, 24169.677734, 5468.434570, 63805.941406, 
257.539062, 14523.664062, 161.690598, 39.395237, -8.670485, 24169.677734, 5468.346680, 63805.855469, 
258.109375, 14508.283203, 161.654541, 39.394493, -8.670971, 24169.677734, 5468.264648, 63805.769531, 
258.617188, 14494.655273, 161.622543, 39.393837, -8.671401, 24169.677734, 5468.176270, 63805.683594, 
259.195312, 14479.301758, 161.586487, 39.393097, -8.671885, 24169.677734, 5468.091797, 63805.597656, 
259.718750, 14465.223633, 161.553360, 39.392414, -8.672331, 24169.677734, 5468.008789, 63805.519531, 
260.257812, 14450.671875, 161.519211, 39.391712, -8.672791, 24169.677734, 5467.923828, 63805.425781, 
260.789062, 14436.639648, 161.486343, 39.391037, -8.673233, 24169.677734, 5467.839844, 63805.347656, 
261.312500, 14422.525391, 161.453262, 39.390358, -8.673678, 24169.677734, 5467.755859, 63805.265625, 
261.828125, 14408.488281, 161.420364, 39.389679, -8.674121, 24169.677734, 5467.670898, 63805.179688, 
262.343750, 14394.858398, 161.388474, 39.389023, -8.674552, 24169.677734, 5467.592285, 63805.101562, 
262.859375, 14381.185547, 161.356384, 39.388302, -8.675022, 24169.677734, 5467.503906, 63805.007812, 
263.414062, 14366.277344, 161.321442, 39.387642, -8.675453, 24169.677734, 5467.422852, 63804.773438, 
263.945312, 14352.151367, 161.288376, 39.386963, -8.675899, 24169.677734, 5467.338867, 63804.843750, 
264.468750, 14338.167969, 161.255615, 39.386288, -8.676340, 24169.677734, 5467.256348, 63804.765625, 
264.992188, 14324.058594, 161.222641, 39.385609, -8.676785, 24169.677734, 5467.173340, 63804.679688, 
265.515625, 14310.083008, 161.189880, 39.384933, -8.677226, 24169.677734, 5467.090332, 63804.601562, 
266.039062, 14296.058594, 161.157089, 39.384258, -8.677668, 24169.677734, 5467.007812, 63804.515625, 
266.578125, 14281.207031, 161.122269, 39.383541, -8.678137, 24169.677734, 5466.916992, 63804.429688, 
267.101562, 14267.571289, 161.090363, 39.382885, -8.678567, 24169.677734, 5466.837402, 63804.343750, 
267.640625, 14253.165039, 161.056595, 39.382187, -8.679022, 24169.677734, 5466.751953, 63804.257812, 
268.156250, 14239.109375, 161.023834, 39.381512, -8.679464, 24169.677734, 5466.666992, 63804.179688, 
268.664062, 14225.882812, 160.992996, 39.380875, -8.679881, 24169.677734, 5466.589844, 63804.101562, 
269.187500, 14212.062500, 160.960861, 39.380207, -8.680317, 24169.677734, 5466.508301, 63804.015625, 
269.734375, 14197.224609, 160.926361, 39.379494, -8.680784, 24169.677734, 5466.420898, 63803.925781, 
270.281250, 14182.767578, 160.892578, 39.378796, -8.681240, 24169.677734, 5466.335938, 63803.843750, 
270.820312, 14167.889648, 160.857864, 39.378078, -8.681708, 24169.677734, 5466.245605, 63803.753906, 
271.375000, 14153.417969, 160.824280, 39.377384, -8.682164, 24169.677734, 5466.163086, 63803.667969, 
271.898438, 14138.158203, 160.786804, 39.376606, -8.682672, 24169.677734, 5466.065430, 63803.570312, 
272.492188, 14123.547852, 160.754776, 39.375942, -8.683105, 24169.677734, 5465.984863, 63803.488281, 
273.039062, 14109.044922, 160.721100, 39.375244, -8.683562, 24169.677734, 5465.898926, 63803.410156, 
273.562500, 14095.083984, 160.688690, 39.374573, -8.684001, 24169.677734, 5465.816895, 63803.324219, 
274.085938, 14080.991211, 160.656052, 39.373894, -8.684444, 24169.677734, 5465.733887, 63803.242188, 
274.601562, 14067.402344, 160.624619, 39.373241, -8.684873, 24169.677734, 5465.654785, 63803.160156, 
275.109375, 14053.360352, 160.592117, 39.372566, -8.685314, 24169.677734, 5465.568359, 63803.066406, 
275.664062, 14038.511719, 160.557632, 39.371849, -8.685781, 24169.677734, 5465.480469, 63802.832031, 
